qID,dataset,video,_video_key,_source,timestamp_start,question,answer,answer_format,_subtmpl,_bin,fold
lapchole__3916012,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:47,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
lapchole__3916030,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:05,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
lapchole__3916014,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:49,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,2.0
lapchole__3916027,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:02,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,2.0
lapchole__3914738,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:08:04,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__3914756,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:08:46,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__3914697,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:17,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__3914689,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:09,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__3914671,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:51,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__3915114,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:59,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,2.0
lapchole__3915151,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:09,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__3916078,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:59,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,2.0
lapchole__3916102,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:09:15,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,2.0
lapchole__3916010,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:45,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
lapchole__3916021,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:56,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
lapchole__3916022,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:57,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,2.0
lapchole__3914766,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:05,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__3914784,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:23,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__3914665,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:45,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__3914674,lapchole,0105 - Laparoscopic Cholecystectomy.mp4,lapchole/0105 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:54,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__3959740,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:01:56,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__3959913,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:04:55,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__3959942,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:24,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__3959936,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:18,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__3959951,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:33,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__3960015,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:37,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,2.0
lapchole__3960035,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:57,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,7,2.0
lapchole__3960235,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:01:51,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,2.0
lapchole__3960418,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:00,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__3961327,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:01:48,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,2.0
lapchole__3961841,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:01,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,2.0
lapchole__3961863,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:23,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
lapchole__3961873,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:33,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
lapchole__3961924,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:24,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,2.0
lapchole__3961958,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:58,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,2.0
lapchole__3961960,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:00,How many Clips appear in this frame? Please provide a number.,7,number,n_instances_per_class,7,2.0
lapchole__3959803,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:02:59,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__3960095,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:08:04,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__3960074,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:36,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__3960007,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:29,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__3960044,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:06,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__3960093,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:35,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,2.0
lapchole__3959917,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:42,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,7,2.0
lapchole__3960284,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:02:40,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,2.0
lapchole__3960527,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:49,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__3961361,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:02:22,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,2.0
lapchole__3962006,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:08:01,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,2.0
lapchole__3961975,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:15,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
lapchole__3961955,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:55,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
lapchole__3962047,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:50,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,2.0
lapchole__3962039,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:42,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,2.0
lapchole__3959877,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:04:13,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__3960112,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:08:23,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__3959773,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:39,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__3959852,lapchole,0106 - Laparoscopic Cholecystectomy.mp4,lapchole/0106 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:38,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__4005686,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:01:52,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__4005745,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:02:51,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__4005754,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:03:00,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__4005752,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:02:58,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__4005770,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:03:16,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__4005784,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:03:30,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,2.0
lapchole__4005781,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:03:27,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,7,2.0
lapchole__4005891,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:17,How many different foreign object instances appear in this frame? Please provide a number.,8,number,n_instances_total,8,2.0
lapchole__4006144,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:01:10,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,2.0
lapchole__4006242,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:02:48,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__4006488,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:11,How many different foreign object classes appear in this frame? Please provide a number.,3,number,n_classes,3,2.0
lapchole__4007235,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:00:56,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,2.0
lapchole__4007727,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:02:55,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,2.0
lapchole__4007756,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:03:24,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
lapchole__4007819,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:04:27,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
lapchole__4007814,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:04:22,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,2.0
lapchole__4007773,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:03:41,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,2.0
lapchole__4007870,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:18,How many Clips appear in this frame? Please provide a number.,7,number,n_instances_per_class,7,2.0
lapchole__4005876,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:02,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__4006060,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:28,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__4005877,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:03,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__4005841,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:04:27,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__4005863,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:04:49,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__4005888,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:14,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,2.0
lapchole__4005917,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:43,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,7,2.0
lapchole__4006020,lapchole,0107 - Laparoscopic Cholecystectomy.mp4,lapchole/0107 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:26,How many different foreign object instances appear in this frame? Please provide a number.,8,number,n_instances_total,8,2.0
lapchole__4072074,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:04:12,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,0.0
lapchole__4072185,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:47,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,0.0
lapchole__4072177,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:39,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,0.0
lapchole__4072213,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:15,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,0.0
lapchole__4072252,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:54,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,0.0
lapchole__4072259,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:01,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,0.0
lapchole__4072271,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:13,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,7,0.0
lapchole__4072584,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:04:22,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,0.0
lapchole__4072811,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:13:04,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,0.0
lapchole__4072841,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:08,How many different foreign object classes appear in this frame? Please provide a number.,3,number,n_classes,3,0.0
lapchole__4073698,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:04:32,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,0.0
lapchole__4073998,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:25,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,0.0
lapchole__4074015,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:43,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,0.0
lapchole__4074041,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:09,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,0.0
lapchole__4074093,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:01,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,0.0
lapchole__4074105,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:13,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,0.0
lapchole__4072124,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:31,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,0.0
lapchole__4072231,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:33,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,0.0
lapchole__4072243,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:45,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,0.0
lapchole__4072387,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:15:11,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,0.0
lapchole__4072357,lapchole,0108 - Laparoscopic Cholecystectomy.mp4,lapchole/0108 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:36,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,0.0
lapchole__4123907,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:01,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__4123973,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:08,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__4123926,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:21,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__4123990,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:25,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__4124056,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:49,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__4124327,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:57,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__4124590,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:46,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__4125215,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:03,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,2.0
lapchole__4125276,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:05,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,2.0
lapchole__4125234,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:23,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
lapchole__4125287,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:16,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
lapchole__4125351,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:38,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,2.0
lapchole__4124008,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:43,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__4124012,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:05,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__4123995,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:30,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__4124000,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:35,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__4124096,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:13:30,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
