qID,dataset,video,_video_key,timestamp_start,question,answer,answer_format,_subtmpl,_nclasses,probe_pred,probe_correct,token_head_pred,token_head_conf,one_split_exact,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,token_head_correct
heico__2537482,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:54,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,,1,False,1,0.9889593138085843,True,5.362363481253851e-06,0.9889556764627836,0.01098630577325821,4.489851926336996e-05,2.8702663712465437e-06,5.309458970259584e-07,2.5080109367081604e-07,8.142318819182037e-08,1.6192933571801404e-07,1.8349000185935438e-07,3.974227267753845e-11,1.1386351695611558e-11,2.1272505599209907e-11,False
heico__2539474,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:22:18,How many External drains appear in this frame? Please provide a number.,1,number,n_instances_per_class,,1,True,1,0.9012611392068864,True,0.0013549636350944638,0.9012427276246497,0.09499028325080872,0.001971460646018386,0.00034258849336765707,4.6364308218471706e-05,1.4140315215627197e-05,5.894559762964491e-06,7.568764885945711e-06,3.5752316307480214e-06,3.470453196877052e-09,2.8487215326716193e-10,7.27446539007623e-10,True
heico__2540208,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:45,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,,3,False,2,0.6032659306499869,False,0.0001306574558839202,0.026504745706915855,0.603245198726654,0.3228939175605774,0.03856417536735535,0.007593736983835697,0.0008003739640116692,0.00012274131586309522,8.435879863100126e-05,2.5727977117639966e-05,0.0,0.0,0.0,True
heico__2540164,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:56,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,,2,False,2,0.9185511879468469,False,5.030139072914608e-05,0.005461794789880514,0.91853266954422,0.06653828918933868,0.009004977531731129,0.0003081333707086742,5.6998942454811186e-05,8.741071724216454e-06,1.353843526885612e-05,4.395286850922275e-06,0.0,0.0,0.0,False
heico__2540182,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:14,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,,3,False,3,0.4625958043177324,False,0.00013693443906959146,0.009599844925105572,0.17016133666038513,0.4625464379787445,0.31790322065353394,0.03350675106048584,0.005138427019119263,0.0005415861960500479,0.00028989018755964935,6.885495531605557e-05,0.0,0.0,0.0,False
heico__2540177,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:09,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,,2,False,3,0.5260262047244277,False,0.00037355159292928874,0.0013038231991231441,0.10357549786567688,0.5259997844696045,0.36151403188705444,0.0058433301746845245,0.001150619937106967,8.335062011610717e-05,8.335062011610717e-05,2.243351445940789e-05,0.0,0.0,0.0,False
heico__2536872,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:13:58,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,,1,True,1,0.7521700922832631,True,4.968471694155596e-05,0.7521540486469327,0.21549595892429352,0.022713107988238335,0.006507413927465677,0.0018644054653123021,0.0006052838289178908,0.00025231981999240816,0.00023703255283180624,9.880986908683553e-05,4.2985638431874366e-07,6.592061547646408e-08,1.0868472074474351e-07,True
heico__2537054,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:50,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,,1,False,1,0.9650849039232999,True,3.412275327718817e-05,0.9650775069555488,0.02914283610880375,0.003071632469072938,0.0018630390986800194,0.0004157002258580178,0.0001963628747034818,6.37496923445724e-05,9.275525371776894e-05,3.412275327718817e-05,3.5610215352289074e-07,4.253033953699587e-08,1.0860502270172012e-07,False
heico__2537387,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:14:14,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,,1,True,1,0.9971034412517188,True,2.4230352209997363e-05,0.9970997561376617,0.0028006481006741524,5.8125591749558225e-05,1.0100712643179577e-05,1.455145820727921e-06,6.873621600789193e-07,3.246869084705395e-07,5.028849159316451e-07,4.7241664447028597e-07,4.0468803957349754e-10,1.2342288998899335e-10,2.6128624807448326e-10,True
heico__2537611,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:40,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,,2,True,2,0.5302868322999154,False,8.85659483174095e-06,0.4679713547229767,0.5302810668945312,0.001687768381088972,3.502851177472621e-05,2.701108996916446e-06,9.334782475889369e-07,3.5430838352112914e-07,5.318798912412603e-07,5.318798912412603e-07,0.0,0.0,0.0,True
heico__2538877,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:14:03,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,,1,True,1,0.9986710781662501,True,8.470517786918208e-05,0.9986671183395802,0.0011693189153447747,5.1376293413341045e-05,1.4719552382302936e-05,4.489209914027015e-06,1.6514882190676872e-06,9.40989593800623e-07,1.0662809017958352e-06,6.467320758929418e-07,1.2484862349002242e-09,2.169543712894294e-10,4.5929244871593355e-10,True
heico__2540242,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:58:31,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,,2,True,2,0.5049105161147285,False,0.07742048799991608,0.16389916837215424,0.5048449635505676,0.18572209775447845,0.053210265934467316,0.010477722622454166,0.0026491833850741386,0.000759003683924675,0.0006698184297420084,0.00021745820413343608,0.0,0.0,0.0,True
heico__2540179,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:11,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,,2,False,2,0.8201896552811416,False,0.0007478798506781459,0.1257740557193756,0.820149838924408,0.04626968875527382,0.006261920556426048,0.0005140097346156836,0.00014726626977790147,3.7234745832392946e-05,3.497880243230611e-05,1.4581336472474504e-05,0.0,0.0,0.0,False
heico__2540167,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:59,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,,3,False,3,0.8949125089037947,False,2.3149323169491254e-05,0.00026492998586036265,0.08323851972818375,0.8948984742164612,0.021045994013547897,0.0004367957008071244,5.911386324441992e-05,7.060144071147079e-06,7.515484412579099e-06,2.7647922706819372e-06,0.0,0.0,0.0,False
heico__2540188,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:20,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,,3,False,3,0.7453565465196599,False,0.0006796620436944067,0.0012697760248556733,0.21354347467422485,0.7453399300575256,0.03710829094052315,0.0018475131364539266,0.00015165310469456017,1.92805291590048e-05,1.3251301425043494e-05,4.874880687566474e-06,0.0,0.0,0.0,False
heico__2537027,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:17:57,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,,1,True,1,0.8520012380738425,True,9.877266711555421e-05,0.8519793316981584,0.1306557059288025,0.010724873282015324,0.005066071171313524,0.0007769071962684393,0.00032386311795562506,0.00010514294990571216,0.0001733514218358323,6.788539030821994e-05,1.9257507080787687e-06,1.231091297168839e-07,3.3464529630011916e-07,True
heico__2536852,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:49,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,,2,True,2,0.8849708744172923,False,2.2892345441505313e-05,0.10569390654563904,0.8849642276763916,0.008675884455442429,0.0005546307074837387,5.8457644627196714e-05,1.1510993317642715e-05,3.7370723475760315e-06,4.507769972406095e-06,2.734100462475908e-06,0.0,0.0,0.0,True
heico__2537410,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:15:00,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,,1,True,1,0.9971418891554158,True,2.0088444216526113e-05,0.9971382615497285,0.0028007563669234514,3.312024273327552e-05,3.0806625090917805e-06,4.724349196294497e-07,2.0964172620097088e-07,9.302794978793827e-08,1.3535486687032972e-07,1.4408450965675001e-07,1.0232511344019695e-10,2.93166361657275e-11,5.4770689010422513e-11,True
heico__2537775,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:04,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,,1,False,1,0.7762382452125889,True,2.717483084779815e-06,0.7762314676672832,0.22239404916763306,0.0013224034337326884,3.524085695971735e-05,2.892745669669239e-06,9.391370099365304e-07,3.454891555065842e-07,6.06352443810465e-07,6.06352443810465e-07,2.4293689092449096e-11,6.9602587675585986e-12,1.3842126957884585e-11,False
heico__2539107,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:21:28,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,,1,True,1,0.9983444506960846,True,7.472764991689473e-05,0.9983408420291341,0.0015009447233751416,5.8197943872073665e-05,1.4714743883814663e-05,3.720470203916193e-06,1.2857601632276783e-06,6.465207889050362e-07,8.301490765916242e-07,4.7300468963840103e-07,1.6025642962417508e-09,2.308712718286148e-10,5.202764763940432e-10,True
heico__2540096,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:11,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,,3,False,3,0.666041523281882,False,1.6185122149181552e-05,0.0005359776550903916,0.3146110773086548,0.6660316586494446,0.01774914190173149,0.0008836777415126562,0.0001195927761727944,1.4283320524555165e-05,1.8340148017159663e-05,5.254539701127214e-06,0.0,0.0,0.0,False
heico__2540212,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:49,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,,2,False,2,0.8494277139597901,False,8.163811435224488e-05,0.012116169556975365,0.8494091033935547,0.1302611082792282,0.007348828483372927,0.0006032285746186972,0.00011878275836352259,1.5101533790584654e-05,1.821592559281271e-05,5.913845143368235e-06,0.0,0.0,0.0,False
heico__2540175,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:07,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,,4,False,4,0.9735369730688723,False,1.824277319428802e-06,9.264444088330492e-06,0.0005384442047215998,0.015735646709799767,0.9735299944877625,0.00954415276646614,0.0006101371836848557,1.1895782336068805e-05,9.861949365586042e-06,1.6099190816021292e-06,0.0,0.0,0.0,False
heico__2536936,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:34:54,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,,1,True,1,0.9800140119884934,True,4.449236803338863e-05,0.9800095194494983,0.017949502915143967,0.0013002576306462288,0.00047833807[redacted-port]092,0.00012094279372831807,4.449236803338863e-05,1.854717811511364e-05,2.1016707250964828e-05,8.230260391428601e-06,5.545501547944195e-08,6.623156472062502e-09,1.4021223036043004e-08,True
heico__2536859,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:41,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,,4,False,3,0.3683666168039489,False,1.7801479771151207e-05,0.0640091598033905,0.17399494349956512,0.36834728717803955,0.32506534457206726,0.05648788809776306,0.0098161231726408,0.0011723687639459968,0.0008057564846239984,0.00023085306747816503,0.0,0.0,0.0,False
heico__2537757,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:34:46,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,,1,True,1,0.9577571882954612,True,9.114281056099571e-06,0.9577504989776814,0.04208061844110489,0.0001425713417120278,8.043324669415597e-06,1.022594005917199e-06,4.262805930466129e-07,1.5199503877738607e-07,2.75227421298041e-07,2.929780862359621e-07,9.828318924056314e-11,3.615636829297815e-11,6.754898492636745e-11,True
heico__2537532,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:16,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,,1,False,1,0.9230748810565734,True,9.35076332098106e-06,0.9230678664663239,0.07577002048492432,0.0010808012448251247,5.380993025028147e-05,5.6715248319960665e-06,1.960026565939188e-06,8.170605951818288e-07,1.1167894626851194e-06,9.855632470134879e-07,5.12073663689415e-10,1.467115742882879e-10,3.3061959341335033e-10,False
heico__2539187,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:38:28,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,,1,True,1,0.9989279618456268,True,9.600826888345182e-05,0.9989243145275185,0.0009109011152759194,4.535109474090859e-05,1.2993305972486269e-05,3.497101033644867e-06,1.3694844938072492e-06,6.886199912514712e-07,7.803087100910489e-07,4.4460645653998654e-07,2.1701030058567236e-10,3.771073862838323e-11,7.983363040118669e-11,True
heico__2540116,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:33,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,,2,True,2,0.6283295930503151,False,2.852565739885904e-05,0.0015574481803923845,0.6283193826675415,0.3363151550292969,0.031282179057598114,0.002266073599457741,0.0001641538110561669,2.6797371901920997e-05,1.8417547835269943e-05,5.617034730676096e-06,0.0,0.0,0.0,True
heico__2540211,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:48,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,,2,False,2,0.5382377699881423,False,0.005978903733193874,0.25422945618629456,0.5382037162780762,0.17472916841506958,0.023647021502256393,0.0024923780001699924,0.00043311031186021864,9.663996752351522e-05,9.078485163627192e-05,3.55518568539992e-05,0.0,0.0,0.0,False
heico__2540176,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:08,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,,3,False,4,0.7504080654755828,False,3.1688382478023414e-06,1.6092688383650966e-05,0.004462056327611208,0.24362002313137054,0.7504025101661682,0.0012784007703885436,0.00019604906265158206,5.561484613281209e-06,7.141087280615466e-06,1.593391971255187e-06,0.0,0.0,0.0,False
heico__2537203,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:51:02,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,,1,True,1,0.9459906573102573,True,1.9057841200265102e-05,0.9459810096246577,0.04156354069709778,0.007222659885883331,0.003411743091419339,0.0009774807840585709,0.00040747461025603116,0.0001698606793070212,0.0001698606793070212,6.651840521954e-05,4.210417652194176e-07,5.352946049032443e-08,1.2063049340160344e-07,True
heico__2537099,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:33,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,,2,True,2,0.6541910740593608,False,1.026397876557894e-05,0.001262867939658463,0.6541817784309387,0.30901360511779785,0.03256979212164879,0.00267349136993289,0.0002194535336457193,2.7900383429368958e-05,2.0412358935573138e-05,6.22541756456485e-06,0.0,0.0,0.0,True
heico__2537403,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:19,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,,1,True,1,0.9971207231921463,True,6.521635441458784e-06,0.9971188289251693,0.0028007016517221928,5.8126704971073195e-05,1.0752359230536968e-05,1.2841862826462602e-06,6.066065907361917e-07,3.2469313282490475e-07,5.353284677767078e-07,4.169142187038233e-07,5.531534108353292e-10,2.166179869527249e-10,4.881561958814985e-10,True
heico__2537721,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:06,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,,1,False,1,0.9932327887691,True,3.7014237932453398e-06,0.9932299851550156,0.006692331284284592,6.560930341947824e-05,4.194262601231458e-06,6.432110239984468e-07,2.681302078144654e-07,8.704914478130377e-08,1.7311788269580575e-07,1.8428305281759094e-07,3.749577000942231e-11,8.366437206241741e-12,1.7711747237386195e-11,False
heico__2540107,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:21,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,,1,True,1,0.9942693422131574,True,0.0014948180178180337,0.99426573466915,0.00406333664432168,0.00013903975195717067,2.1322433894965798e-05,6.92238108968013e-06,2.3923107619339135e-06,9.972635552912834e-07,1.2029294111925992e-06,6.048709337846958e-07,2.9523461850311445e-10,2.923218511004834e-11,6.5875746972098e-11,True
heico__2540207,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:44,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,,2,True,2,0.776007592609982,False,0.00013089325511828065,0.10501748323440552,0.7759801149368286,0.10501748323440552,0.012542550452053547,0.0009085792698897421,0.0002297248283866793,5.4564428864978254e-05,6.182959623401985e-05,2.136773764505051e-05,0.0,0.0,0.0,True
heico__2540213,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:50,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,,3,True,2,0.6614211596375974,False,0.00010480666242074221,0.009434394538402557,0.66140216588974,0.31242427229881287,0.01555468887090683,0.0008775354363024235,0.00013457442400977015,1.6072621292551048e-05,1.6072621292551048e-05,6.700065569020808e-06,0.0,0.0,0.0,False
heico__2540174,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:06,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,,4,False,4,0.9019282354377994,False,3.5779253266809974e-06,1.1731565791706089e-05,0.0010560418013483286,0.09506186097860336,0.901921808719635,0.0017411187291145325,0.00018351255857851356,6.279454737523338e-06,5.541599421121646e-06,1.401135818923649e-06,0.0,0.0,0.0,False
heico__2536914,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:47:31,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,,1,True,1,0.8015462034211923,True,8.729357068659738e-05,0.8015288512395369,0.1788453608751297,0.014680520631372929,0.004206039477139711,0.0004433132999110967,9.292351751355454e-05,3.4184649848612025e-05,4.123456164961681e-05,1.8297725546290167e-05,2.7783578744515353e-07,1.8906961944186028e-08,3.5322857121889856e-08,True
heico__2537250,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:28,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,,2,True,2,0.8473924160289511,False,1.603701639396604e-05,0.007331237196922302,0.8473758101463318,0.11467984318733215,0.028995605185627937,0.0012739780358970165,0.00022138416534289718,3.1893414416117594e-05,4.35931324318517e-05,1.102206988434773e-05,0.0,0.0,0.0,True
heico__2537496,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:59,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,,1,True,1,0.9874631923875244,True,1.549301487102639e-05,0.9874580502114394,0.012430261820554733,8.375444303965196e-05,5.354242603061721e-06,7.246179620779003e-07,3.878600409734645e-07,1.4268573522713268e-07,3.215472759166005e-07,3.0206570045265835e-07,1.553972864336317e-11,4.182461194419185e-12,1.0033202032374082e-11,True
heico__2537440,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:23,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,,2,True,2,0.9993679082771059,False,8.845971137816377e-07,0.0004877861647401005,0.9993667006492615,0.00013975307228974998,3.0875473839842016e-06,3.254251055295754e-07,1.1971719970915728e-07,4.137315912089434e-08,5.6550405247435265e-08,3.65116825662426e-08,0.0,0.0,0.0,True
heico__2539085,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:51:07,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,,1,True,1,0.990746579619174,True,0.00015699348296038806,0.9907368901713262,0.008571553975343704,0.00037660778616555035,0.00010789994121296331,2.4075729015748948e-05,6.897811999806436e-06,3.2582956919213757e-06,3.930254933948163e-06,2.1037137685198104e-06,6.289989272824493e-09,7.996824331168957e-10,1.8021119875549166e-09,True
heico__2540231,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:58:20,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,,1,False,2,0.40661241851962004,False,0.0018828617176041007,0.21762920916080475,0.40658488869667053,0.24660620093345642,0.10280075669288635,0.01786409318447113,0.004516750108450651,0.0010078231571242213,0.0007848934619687498,0.00025481756892986596,0.0,0.0,0.0,True
heico__2540202,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:35,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,,3,True,3,0.47097116969533265,False,8.456184150418267e-05,0.0059282430447638035,0.11907193809747696,0.47093865275382996,0.36676740646362305,0.03010609932243824,0.0059282430447638035,0.0006248321733437479,0.00037897989386692643,0.00010200104588875547,0.0,0.0,0.0,True
heico__2540173,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:05,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,,3,False,4,0.9267845849351737,False,2.526837079130928e-06,1.3659951946465299e-05,0.002297250786796212,0.0671355128288269,0.9267771244049072,0.0033424801658838987,0.0003992023121099919,1.0638381354510784e-05,1.1324497791065369e-05,2.2299257125268923e-06,0.0,0.0,0.0,False
heico__2537135,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:07:56,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,,1,True,1,0.9832547970566612,True,5.731828059651889e-05,0.9832508998048923,0.015892770141363144,0.0006162295467220247,0.00012134279677411541,3.476529673207551e-05,1.0602815564197954e-05,3.900558112945873e-06,5.6752778618829325e-06,2.5183894649671856e-06,1.0292077420164273e-08,1.0190537694865493e-09,2.157336656215878e-09,True
heico__2537244,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:09,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,,1,False,1,0.8470338929676506,True,2.6429515855852515e-05,0.8470193281382223,0.11463189125061035,0.025577833876013756,0.009409559890627861,0.002099556615576148,0.0006816262030042708,0.00022129160061012954,0.00022129160061012954,9.224807581631467e-05,1.3158434528443756e-06,1.3868887018746672e-07,2.9360434791268205e-07,False
heico__2537448,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:03:26,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,,1,True,1,0.9940213176607884,True,2.5713345166877843e-05,0.9940174817204258,0.005910643842071295,3.741269392776303e-05,3.2690848001948325e-06,6.852374099253211e-07,3.0407224471673544e-07,1.2675617711011e-07,2.5208476017724024e-07,2.5208476017724024e-07,3.994568689435916e-11,9.487931556379425e-12,1.665183858180408e-11,True
heico__2537566,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:11,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,,1,False,1,0.7977766911693348,True,3.3688722851366038e-06,0.7977719306544931,0.2017083317041397,0.0004999849479645491,8.60271666169865e-06,8.517843070876552e-07,3.335635199164244e-07,1.2271117100226547e-07,2.2925460996248148e-07,2.765338820154284e-07,1.3364321712846053e-11,5.233544004776989e-12,1.1079412387903736e-11,False
heico__2539725,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:03:45,How many Needles appear in this frame? Please provide a number.,1,number,n_instances_per_class,,1,True,1,0.9956877918895095,True,0.00015777736552990973,0.9956837890989557,0.004069132264703512,6.57713899272494e-05,1.3786433555651456e-05,2.7147095806867583e-06,1.1316593599985936e-06,6.057335895093274e-07,8.279396865873423e-07,4.4316414005152183e-07,7.475346327917606e-11,1.0769258007486065e-11,2.9273877002461407e-11,True
heico__2540088,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:01,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,,2,True,2,0.7161354072898355,False,0.013115988112986088,0.09691476821899414,0.7161086797714233,0.1597854495048523,0.013115988112986088,0.0007399533642455935,0.00011347552936058491,2.8691103580058552e-05,2.6952800908475183e-05,1.2731602510029916e-05,0.0,0.0,0.0,True
heico__2540201,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:34,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,,2,False,2,0.6784254179600248,False,0.0005459235399030149,0.15136946737766266,0.6783909201622009,0.15136946737766266,0.01595422439277172,0.0016815629787743092,0.0004251656646374613,0.0001009857005556114,7.86477467045188e-05,3.278525764471851e-05,0.0,0.0,0.0,False
heico__2540189,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:21,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,,4,False,4,0.9263478964407103,False,4.7184835239022505e-06,2.2510625058203004e-05,0.0004521380178630352,0.040700167417526245,0.9263315200805664,0.03169732168316841,0.0007454495644196868,1.8661963622434996e-05,7.308129625016591e-06,2.525622221583035e-06,0.0,0.0,0.0,False
heico__2683729,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:24:57,How many External drains appear in this frame? Please provide a number.,1,number,n_instances_per_class,,1,True,1,0.9156604467684201,True,0.0167703777551651,0.9156315228274223,0.06632813066244125,0.0009461198933422565,0.00021110787929501384,4.425062070367858e-05,1.6278894690913148e-05,6.374905751727056e-06,9.275432603317313e-06,4.964781510352623e-06,6.587174476470989e-09,4.771733026551858e-10,1.2185046775226293e-09,True
lapchole__1303303,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:28:17,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,,1,True,1,0.9875350022346143,True,3.956578075303696e-05,0.9875325442735393,0.010970496572554111,0.001020414987578988,0.00037538973265327513,3.956578075303696e-05,1.0648986062733456e-05,3.4572199183457997e-06,3.6801911846851e-06,1.7383993053954327e-06,6.269640702527545e-09,1.0234907675664661e-09,1.7962820913794518e-09,True
lapchole__1303367,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:29:25,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,,1,False,1,0.9348319247733992,True,5.1193637773394585e-05,0.9348255820557815,0.052739255130290985,0.007137481123209,0.004905514419078827,0.0002442311670165509,5.449534364743158e-05,1.4667223695141729e-05,1.4667223695141729e-05,6.114207735663513e-06,9.192332923953366e-09,1.5973878376091882e-09,2.8035030971980368e-09,False
