qID,dataset,video,_video_key,_source,timestamp_start,question,answer,answer_format,_subtmpl,_nclasses,fold
lapchole__3112700,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:50,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2,4.0
lapchole__3129691,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:27:00,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3129700,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:58,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Specimen bag,fo_class,,1,4.0
lapchole__3129681,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:04,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Specimen,fo_class,,1,4.0
lapchole__3136510,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:33:45,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3136515,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:06,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Specimen,fo_class,,1,4.0
lapchole__3105630,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:37,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2,4.0
lapchole__3105645,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:53,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen, Specimen bag",fo_class,,3,4.0
lapchole__3105639,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:47,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2,4.0
lapchole__3111495,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:27:31,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3111604,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:36:18,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1,4.0
lapchole__3111532,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:33:27,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,fo_class,,1,4.0
lapchole__3112545,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:27:22,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,4.0
lapchole__3112669,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:19,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2,4.0
lapchole__3112694,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:44,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Specimen, Specimen bag",fo_class,,3,4.0
lapchole__3112720,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:36:20,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1,4.0
lapchole__3112674,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:24,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,fo_class,,1,4.0
lapchole__3112696,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:46,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2,4.0
lapchole__3129640,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:20,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3129635,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:34:19,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Specimen,fo_class,,1,4.0
lapchole__3136512,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:33:47,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3136514,lapchole,0076 - Laparoscopic Cholecystectomy.mp4,lapchole/0076 - Laparoscopic Cholecystectomy.mp4,train_92,00:34:05,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Specimen,fo_class,,1,4.0
lapchole__3250044,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:03:41,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3250206,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:04:09,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,4.0
lapchole__3258217,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:04:11,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3250081,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:49,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3250234,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:04:42,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,4.0
lapchole__3258293,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:52,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3250099,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:08:29,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3250408,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:08:16,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,4.0
lapchole__3258226,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:29,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3250113,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:19,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3250490,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:22,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,4.0
lapchole__3258248,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:15,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3250148,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:13:14,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3250552,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:13:20,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,4.0
lapchole__3258279,lapchole,0081 - Laparoscopic Cholecystectomy.mp4,lapchole/0081 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:51,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Clip,fo_class,,1,4.0
lapchole__3267806,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:29:03,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen bag",fo_class,,2,3.0
lapchole__3267785,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:09,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2,3.0
lapchole__3273897,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:26,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1,3.0
lapchole__3273967,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:19,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1,3.0
lapchole__3273956,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:00,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,fo_class,,1,3.0
lapchole__3275497,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:43,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,3.0
lapchole__3275509,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:29:48,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Specimen bag",fo_class,,2,3.0
lapchole__3275915,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:26,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1,3.0
lapchole__3275893,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:25:59,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,fo_class,,1,3.0
lapchole__3275901,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:10,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2,3.0
lapchole__3300378,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:23:38,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip,fo_class,,1,3.0
lapchole__3300309,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:45,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Specimen bag,fo_class,,1,3.0
lapchole__3310814,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:28:51,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1,3.0
lapchole__3267834,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:29:42,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen bag",fo_class,,2,3.0
lapchole__3267787,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:11,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2,3.0
lapchole__3274031,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:30:09,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1,3.0
lapchole__3273958,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:02,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,fo_class,,1,3.0
lapchole__3275590,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:17,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, External drain",fo_class,,2,3.0
lapchole__3275769,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:29:46,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Specimen bag",fo_class,,2,3.0
lapchole__3275948,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:28:09,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1,3.0
lapchole__3275899,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:08,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,fo_class,,1,3.0
lapchole__3275902,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:11,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2,3.0
lapchole__3300258,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:24:35,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,fo_class,,1,3.0
lapchole__3300323,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:29:17,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Specimen bag,fo_class,,1,3.0
lapchole__3310813,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:28:46,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1,3.0
lapchole__3267799,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:28:56,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen bag",fo_class,,2,3.0
lapchole__3267786,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:10,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2,3.0
lapchole__3273929,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:24:15,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1,3.0
lapchole__3273964,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:16,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1,3.0
lapchole__3273959,lapchole,0082 - Laparoscopic Cholecystectomy.mp4,lapchole/0082 - Laparoscopic Cholecystectomy.mp4,train_92,00:26:08,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,fo_class,,1,3.0
lapchole__3319233,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:01:41,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3320221,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:01:46,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,1.0
lapchole__3328776,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:01:38,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3319293,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:03:22,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3320289,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:03:54,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,1.0
lapchole__3328847,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:03:51,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3319334,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:03,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3320318,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:04,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,1.0
lapchole__3328887,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:05:39,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3319348,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:08,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3320332,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:09,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,1.0
lapchole__3328891,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:07,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3319351,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:23,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3320341,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:30,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,1.0
lapchole__3328894,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:22,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3319464,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:13:56,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3320353,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:42,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,1.0
lapchole__3328904,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:23,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3319494,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:26,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3320474,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:23,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,1.0
lapchole__3328990,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:43,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3319525,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:21,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3320534,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:26,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,1.0
lapchole__3329020,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:16,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3319574,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:50,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3320560,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:53,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,1.0
lapchole__3329037,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:55,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3319599,lapchole,0083 - Laparoscopic Cholecystectomy.mp4,lapchole/0083 - Laparoscopic Cholecystectomy.mp4,train_92,00:21:32,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,1.0
lapchole__3343029,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:42:49,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2,0.0
lapchole__3343059,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:45:16,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2,0.0
lapchole__3351911,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:30:43,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1,0.0
lapchole__3352136,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:45:17,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1,0.0
lapchole__3352043,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:40:10,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,fo_class,,1,0.0
lapchole__3354441,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:30:39,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,0.0
lapchole__3354802,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:42:07,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2,0.0
lapchole__3354931,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:45:18,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1,0.0
lapchole__3354758,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:40:10,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,fo_class,,1,0.0
lapchole__3354929,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:45:16,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2,0.0
lapchole__3380552,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:34:09,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Clip,fo_class,,1,0.0
lapchole__3380744,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:50:19,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Specimen bag,fo_class,,1,0.0
