qID,dataset,video,_video_key,timestamp_start,question,answer,answer_format,_subtmpl,_nclasses,probe_pred_set,probe_correct,token_head_answer,token_head_joint_logprob,token_head_mean_logprob,token_head_conf,n_gen_tokens,token_head_correct
heico__2511921,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:29,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Specimen bag,Sponge",False,"Clip, Sponge",-0.09977844175176724,-0.02494461043794181,0.9753639355133857,4,True
heico__2525016,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:17:36,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.015741444795388096,-0.007870722397694048,0.9921601706345441,2,True
heico__2525053,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:24:05,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,"Clip,External drain",False,External drain,-0.18594279538418854,-0.061980931794729514,0.9399008088417746,3,True
heico__2525269,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:11:08,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-9.775185631688678e-06,-3.2583952105628926e-06,0.999996741610098,3,True
heico__2525056,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:12,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.02912358649214542,-0.009707862164048474,0.9903391070168596,3,True
heico__2528851,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:17:47,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.01709634644538647,-0.008548173222693235,0.9914882585278192,2,True
heico__2528823,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:28,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Clip,False,"Clip, Sponge",-0.04570621686309466,-0.011426554215773665,0.988638480910027,4,True
heico__2529258,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:22:39,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.004243865147295651,-0.0014146217157652169,0.9985863783898882,3,True
heico__2528952,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:11:13,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,Needle,True,Needle,-0.004796218598845738,-0.0015987395329485794,0.9984025377703161,3,True
heico__2529073,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:25,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.07051799775332848,-0.023505999251109494,0.9767681147740701,3,True
heico__2569394,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:24,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-6.282523932817399e-05,-3.1412619664086994e-05,0.9999685878737071,2,True
heico__2569391,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:24:38,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-0.2523709770569187,-0.0841236590189729,0.919317567157459,3,True
heico__2569407,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:10:59,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-9.441795262435143e-05,-3.147265087478381e-05,0.999968527844384,3,True
heico__2569392,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:51:04,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,none,False,Sponge,-0.5496454531520936,-0.18321515105069786,0.8325890040664226,3,True
heico__2586630,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:57,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.11580098588883674,-0.05790049294441837,0.9437438519365704,2,True
heico__2586633,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:26,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.019255745685096377,-0.006418581895032125,0.9936019732000394,3,True
heico__2511954,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:23,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-2.8014401673898745e-05,-7.003600418474686e-06,0.9999929964241067,4,True
heico__2524925,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:47:10,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,none,False,External drain,-0.3503525919317196,-0.1167841973105732,0.8897771887564078,3,False
heico__2525274,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:20:35,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-0.001099469162976378,-0.00036648972099212604,0.9996335774281623,3,True
heico__2525055,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:04:27,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-0.00032286666795473796,-0.00010762222265157932,0.999892383568412,3,True
heico__2525172,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:50:35,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.0036202517378935454,-0.0012067505792978485,0.998793977251383,3,True
heico__2529179,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:33,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0011467061360459986,-0.0005733530680229993,0.9994268112674384,2,True
heico__2528892,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:38,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Clip,False,Clip,-0.00610044630432302,-0.00305022315216151,0.9969544240522732,2,False
heico__2528974,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:20:19,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.009450721619821021,-0.0031502405399403406,0.9968547162613844,3,True
heico__2529142,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:08:12,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,none,False,Clip,-1.003448562209522,-0.501724281104761,0.605485731490521,2,False
heico__2529138,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:05,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,none,False,Sponge,-0.789163801248228,-0.26305460041607603,0.7686999248295799,3,True
heico__2569374,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:47:07,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Silicone loop,False,Silicone loop,-0.328586900178247,-0.08214672504456175,0.9211367949433518,4,False
heico__2569378,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:02:22,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-1.1205705121265262e-05,-3.735235040421754e-06,0.9999962647719356,3,True
heico__2569359,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:45:58,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.19351964916676845,-0.06450654972225615,0.9375299736810058,3,True
heico__2586625,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:27,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0005927643234199129,-0.00029638216170995644,0.9997036617551441,2,True
heico__2586638,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:32,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.021849962857030832,-0.0072833209523436105,0.9927431381540135,3,True
heico__2511985,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:28,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Sponge,False,"Clip, Sponge",-0.46086233643828434,-0.11521558410957108,0.8911740002427,4,True
heico__2524951,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:58:54,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,"Clip,Sponge",False,Clip,-0.25622126949402374,-0.12811063474701187,0.8797560421731595,2,True
heico__2524827,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:22:17,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,Clip,False,Clip,-0.11477109102533573,-0.05738554551266786,0.9442299555575193,2,False
heico__2525015,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:11:30,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-6.711671121932523e-05,-2.237223707310841e-05,0.9999776280131836,3,True
heico__2524837,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:14:17,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.1306939853413585,-0.04356466178045284,0.9573706467988953,3,True
heico__2528968,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:53,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.012732211410935544,-0.006366105705467772,0.9936541150136264,2,True
heico__2528961,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:54,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Clip,False,Clip,-0.038424825963740465,-0.019212412981870233,0.9809709691422059,2,False
heico__2529228,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:24:08,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.33072275985885435,-0.11024091995295145,0.8956183369749049,3,True
heico__2529194,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:11:34,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,Needle,True,Needle,-0.0023599429374047574,-0.0007866476458015858,0.9992136616803422,3,True
heico__2528824,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:14:03,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.012792337414688965,-0.004264112471562988,0.995744965947638,3,True
heico__2569397,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:27,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,"Clip,Needle",False,Clip,-0.522869602213068,-0.261434801106534,0.7699460734199118,2,True
heico__2569406,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:10:58,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-1.680861118649364e-05,-5.60287039549788e-06,0.9999943971453006,3,True
heico__2569411,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:14:16,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.00020488212659546838,-6.829404219848946e-05,0.9999317082897865,3,True
heico__2586629,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:32,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0007029845442483681,-0.00035149227212418404,0.9996485694940475,2,True
heico__2586632,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:24,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.00727154992732621,-0.0024238499757754032,0.9975790851766418,3,True
heico__2511947,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:17,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.2079773024939458,-0.05199432562348645,0.9493342537075987,4,True
heico__2525185,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:17:38,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.12551819273679843,-0.06275909636839921,0.9391696958295863,2,True
heico__2525101,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:21:25,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-9.012596160778282e-05,-3.004198720259427e-05,0.9999699584640533,3,True
heico__2525119,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:03:55,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-0.0020539240106522824,-0.0006846413368840941,0.9993155929765194,3,True
heico__2525169,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:28:11,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.03846298738890158,-0.012820995796300527,0.9872608430451291,3,True
heico__2528874,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:58:26,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,none,False,Clip,-0.9082707076381775,-0.45413535381908876,0.6349967781898498,2,True
heico__2529157,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:47,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.5025839624062653,-0.12564599060156634,0.8819270019746518,4,True
heico__2529136,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:22:00,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.0030830309486039463,-0.001027676982867982,0.9989728508962773,3,True
heico__2529169,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:02:11,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,Needle,True,Needle,-0.4141776142725932,-0.13805920475753106,0.8710471200856268,3,True
heico__2528987,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:18:28,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.002623717165141721,-0.0008745723883805736,0.999125809938585,3,True
heico__2569375,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:11,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.07320037562554577,-0.03660018781277288,0.9640615018444832,2,True
heico__2569550,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:06:31,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-0.0054623009232287354,-0.0018207669744095786,0.9981808896162037,3,True
heico__2569332,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:19:00,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-8.940735632963059e-06,-2.9802452109876863e-06,0.9999970197592299,3,True
heico__2586622,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:22,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.038905827582874405,-0.019452913791437203,0.9807350731976854,2,True
heico__2586635,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:28,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.025784242397902904,-0.008594747465967634,0.9914420817877945,3,True
heico__2511967,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:51,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.21236079198077965,-0.05309019799519491,0.9482944743642308,4,True
heico__2525058,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:47:09,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,External drain,False,External drain,-0.20081378821500465,-0.06693792940500155,0.9352532512609413,3,False
heico__2524989,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:24:12,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-0.01232077380420318,-0.00410692460140106,0.9959014972801508,3,True
heico__2524922,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:11:33,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-1.5854911574395498e-05,-5.284970524798499e-06,0.9999947150434406,3,True
heico__2525117,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:30:22,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-3.051802947078271e-05,-1.0172676490260902e-05,0.9999898273752512,3,True
heico__2529175,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:17:37,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.436524796580386,-0.218262398290193,0.8039144682063137,2,True
heico__2528971,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:21,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Sponge,False,Sponge,-0.009101965402715469,-0.003033988467571823,0.9969706094242798,3,False
heico__2528799,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:23:23,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.00507767683103145,-0.00169255894367715,0.9983088726264256,3,True
heico__2529043,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:10:32,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,"Needle,Silicone loop",False,"Needle, Silicone loop",-0.1809605789044775,-0.030160096484079583,0.9702901810666212,6,False
heico__2529285,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:34:40,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.009341333599954971,-0.003113777866651657,0.9968910649119002,3,True
heico__2569400,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:46,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.003166314115404878,-0.001583157057702439,0.99841809547436,2,True
heico__2569388,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:11:02,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-2.0623363733199778e-05,-6.874454577733259e-06,0.9999931255690513,3,True
heico__2569522,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:18,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Clip,False,Clip,-0.07343749068034887,-0.036718745340174434,0.9639472118716637,2,False
heico__2586627,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:30,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.000959319577633191,-0.0004796597888165955,0.9995204552295492,2,True
heico__2511983,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:26,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.002815901920437352,-0.000703975480109338,0.999296272252493,4,True
heico__2524795,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:50,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0002513833498473891,-0.00012569167492369456,0.999874316223944,2,True
heico__2525090,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:22:59,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-4.136627546223668e-05,-1.3788758487412227e-05,0.9999862113365771,3,True
heico__2525279,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:08:17,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-1.2993862619055688e-05,-4.3312875396852295e-06,0.9999956687218403,3,True
heico__2525244,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:51:04,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Clip,False,Clip,-0.4297668083660456,-0.2148834041830228,0.8066354850179813,2,False
heico__2528964,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:34,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0012416889686617805,-0.0006208444843308902,0.9993793481997283,2,True
heico__2528972,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:24,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.00017882271402073927,-4.4705678505184817e-05,0.9999552953207788,4,True
heico__2528859,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:23:42,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.02609490292781334,-0.00869830097593778,0.9913394197958898,3,True
heico__2529017,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:06:32,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,Needle,True,Needle,-0.43432652417235906,-0.144775508057453,0.8652165054444045,3,True
heico__2529038,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:51:04,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Clip,False,Clip,-0.3631201353970969,-0.18156006769854846,0.8339681492515292,2,False
heico__2569393,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:17,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.00515510925466497,-0.002577554627332485,0.9974257644143132,2,True
heico__2569532,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:07:32,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-0.0007244791087827315,-0.0002414930362609105,0.9997585361208352,3,True
heico__2569525,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:08,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.00019701273324755712,-6.567091108251904e-05,0.9999343312452046,3,True
heico__2586628,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:31,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.00046371127019816674,-0.00023185563509908337,0.9997681712413415,2,True
heico__2511924,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:32,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.00015581706289858664,-3.895426572464666e-05,0.9999610464929829,4,True
