split,dataset,id,primary_capability,answer_format,disposition,rule,question_changed,answer_changed,question,answer,flipped_question,flipped_answer
test,heico,2529142,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle
test,heico,2529138,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge
test,heico,2569374,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip
test,heico,2569378,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Needle,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Needle
test,heico,2569359,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Sponge,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Sponge
test,heico,2562144,1d,open_ended,transformable,all_object_positions,False,True,"At timepoint 01:46:10 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 01:46:10. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: top/left,"At timepoint 01:46:10 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 01:46:10. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: top/right
test,heico,2586625,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip
test,heico,2586638,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge
test,heico,2681977,1e,open_ended,excluded_situs,anatomy_relative,False,False,In which abdominal quadrant is the needle located before becoming not visible for >1 min? Please provide an anatomical region.,(small) pelvis.,In which abdominal quadrant is the needle located before becoming not visible for >1 min? Please provide an anatomical region.,(small) pelvis.
test,heico,2536968,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,1,How many different foreign object instances appear in this frame? Please provide a number.,1
test,heico,2537339,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,2,How many different foreign object instances appear in this frame? Please provide a number.,2
test,heico,2537254,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,3,How many different foreign object instances appear in this frame? Please provide a number.,3
test,heico,2537743,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,1,How many different foreign object classes appear in this frame? Please provide a number.,1
test,heico,2537692,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,2,How many different foreign object classes appear in this frame? Please provide a number.,2
test,heico,2539060,3a,number,invariant,non_spatial,False,False,How many Sponges appear in this frame? Please provide a number.,1,How many Sponges appear in this frame? Please provide a number.,1
test,heico,2540073,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,2,How many Clips appear in this frame? Please provide a number.,2
test,heico,2540163,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,3,How many Clips appear in this frame? Please provide a number.,3
test,heico,2540168,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,4,How many Clips appear in this frame? Please provide a number.,4
test,heico,2540181,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,5,How many Clips appear in this frame? Please provide a number.,5
test,heico,2547518,3a,binary,invariant,non_spatial,False,False,Do Needles and Sponges co-occur in this frame? Please answer with yes or no.,no,Do Needles and Sponges co-occur in this frame? Please answer with yes or no.,no
test,heico,2548294,3a,binary,invariant,non_spatial,False,False,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes
test,heico,2563210,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no
test,heico,2563204,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes
test,heico,2511985,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2524951,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip
test,heico,2524827,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain
test,heico,2525015,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle
test,heico,2524837,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge
test,heico,2528968,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,heico,2528961,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2529228,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain
test,heico,2529194,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle
test,heico,2528824,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge
test,heico,2569397,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip
test,heico,2569406,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Needle,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Needle
test,heico,2569411,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge
test,heico,2562159,1d,open_ended,transformable,all_object_positions,False,True,"At timepoint 02:03:21 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 02:03:21. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Needle: bottom/right,"At timepoint 02:03:21 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 02:03:21. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Needle: bottom/left
test,heico,2586629,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip
test,heico,2586632,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge
test,heico,2681966,1e,open_ended,excluded_situs,anatomy_relative,False,False,In which abdominal quadrant is the sponge located before being not visible for >1 min? Please provide a single abdominal quadrant.,Lower left abdominal quadrant.,In which abdominal quadrant is the sponge located before being not visible for >1 min? Please provide a single abdominal quadrant.,Lower left abdominal quadrant.
test,heico,2537141,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,1,How many different foreign object instances appear in this frame? Please provide a number.,1
test,heico,2536986,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,2,How many different foreign object instances appear in this frame? Please provide a number.,2
test,heico,2537188,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,3,How many different foreign object instances appear in this frame? Please provide a number.,3
test,heico,2537624,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,1,How many different foreign object classes appear in this frame? Please provide a number.,1
test,heico,2537829,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,2,How many different foreign object classes appear in this frame? Please provide a number.,2
test,heico,2539780,3a,number,invariant,non_spatial,False,False,How many Needles appear in this frame? Please provide a number.,1,How many Needles appear in this frame? Please provide a number.,1
test,heico,2540118,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,2,How many Clips appear in this frame? Please provide a number.,2
test,heico,2540160,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,3,How many Clips appear in this frame? Please provide a number.,3
test,heico,2540170,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,4,How many Clips appear in this frame? Please provide a number.,4
test,heico,2540171,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,5,How many Clips appear in this frame? Please provide a number.,5
test,heico,2547538,3a,binary,invariant,non_spatial,False,False,Do Needles and Sponges co-occur in this frame? Please answer with yes or no.,no,Do Needles and Sponges co-occur in this frame? Please answer with yes or no.,no
test,heico,2547922,3a,binary,invariant,non_spatial,False,False,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes
test,heico,2563251,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no
test,heico,2563236,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes
test,heico,2511947,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2525185,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip
test,heico,2525101,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain
test,heico,2525119,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle
test,heico,2525169,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge
test,heico,2528874,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,heico,2529157,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2529136,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain
test,heico,2529169,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle
test,heico,2528987,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge
test,heico,2569375,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip
test,heico,2569550,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Needle,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Needle
test,heico,2569332,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Sponge,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Sponge
test,heico,2562186,1d,open_ended,transformable,all_object_positions,False,True,"At timepoint 02:11:02 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 02:11:02. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Needle: top/left,"At timepoint 02:11:02 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 02:11:02. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Needle: top/right
test,heico,2586622,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip
test,heico,2586635,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge
test,heico,2681973,1e,open_ended,excluded_situs,anatomy_relative,False,False,In which abdominal quadrant is the needle located before being not visible for >1 min? Please provide an abdominal region.,(small) pelvis.,In which abdominal quadrant is the needle located before being not visible for >1 min? Please provide an abdominal region.,(small) pelvis.
test,heico,2537047,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,1,How many different foreign object instances appear in this frame? Please provide a number.,1
test,heico,2536907,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,2,How many different foreign object instances appear in this frame? Please provide a number.,2
test,heico,2537320,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,3,How many different foreign object instances appear in this frame? Please provide a number.,3
test,heico,2537476,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,1,How many different foreign object classes appear in this frame? Please provide a number.,1
test,heico,2537482,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,2,How many different foreign object classes appear in this frame? Please provide a number.,2
test,heico,2539474,3a,number,invariant,non_spatial,False,False,How many External drains appear in this frame? Please provide a number.,1,How many External drains appear in this frame? Please provide a number.,1
test,heico,2540208,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,2,How many Clips appear in this frame? Please provide a number.,2
test,heico,2540164,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,3,How many Clips appear in this frame? Please provide a number.,3
test,heico,2540182,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,4,How many Clips appear in this frame? Please provide a number.,4
test,heico,2540177,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,5,How many Clips appear in this frame? Please provide a number.,5
test,heico,2547301,3a,binary,invariant,non_spatial,False,False,Do External drains and Needles co-occur in this frame? Please answer with yes or no.,no,Do External drains and Needles co-occur in this frame? Please answer with yes or no.,no
test,heico,2548190,3a,binary,invariant,non_spatial,False,False,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes
test,heico,2563398,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no
test,heico,2563270,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes
test,heico,2511967,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2525058,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip
test,heico,2524989,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain
test,heico,2524922,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle
test,heico,2525117,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge
test,heico,2529175,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,heico,2528971,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2528799,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain
test,heico,2529043,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle
test,heico,2529285,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge
test,heico,2569400,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip
test,heico,2569388,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Needle,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Needle
test,heico,2569522,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge
test,heico,2561928,1d,open_ended,transformable,all_object_positions,False,True,"At timepoint 00:14:12 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:14:12. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: bottom/left,"At timepoint 00:14:12 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:14:12. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: bottom/right
test,heico,2586627,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip
test,heico,2681975,1e,open_ended,excluded_situs,anatomy_relative,False,False,In which abdominal quadrant is the needle located before disappearing for >1 min? Please provide an anatomical region.,(small) pelvis.,In which abdominal quadrant is the needle located before disappearing for >1 min? Please provide an anatomical region.,(small) pelvis.
test,heico,2536872,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,1,How many different foreign object instances appear in this frame? Please provide a number.,1
test,heico,2537054,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,2,How many different foreign object instances appear in this frame? Please provide a number.,2
test,heico,2537387,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,1,How many different foreign object classes appear in this frame? Please provide a number.,1
test,heico,2537611,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,2,How many different foreign object classes appear in this frame? Please provide a number.,2
test,heico,2538877,3a,number,invariant,non_spatial,False,False,How many Sponges appear in this frame? Please provide a number.,1,How many Sponges appear in this frame? Please provide a number.,1
test,heico,2540242,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,2,How many Clips appear in this frame? Please provide a number.,2
test,heico,2540179,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,3,How many Clips appear in this frame? Please provide a number.,3
test,heico,2540167,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,4,How many Clips appear in this frame? Please provide a number.,4
test,heico,2540188,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,5,How many Clips appear in this frame? Please provide a number.,5
test,heico,2546877,3a,binary,invariant,non_spatial,False,False,Do External drains and Sponges co-occur in this frame? Please answer with yes or no.,no,Do External drains and Sponges co-occur in this frame? Please answer with yes or no.,no
test,heico,2548134,3a,binary,invariant,non_spatial,False,False,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes
test,heico,2563223,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no
test,heico,2563371,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes
test,heico,2511983,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2524795,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip
test,heico,2525090,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain
test,heico,2525279,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle
test,heico,2525244,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge
test,heico,2528964,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,heico,2528972,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2528859,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain
test,heico,2529017,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle
test,heico,2529038,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge
test,heico,2569393,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip
test,heico,2569532,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Needle,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Needle
test,heico,2569525,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge
