qID,video,gold_size,probe_pred,emitted_size,base_correct,corr_correct,oracle_correct,truncatable
heico__2528805,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528809,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528812,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528817,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528823,0027 - Heico - Sigma - 8.avi,2,1,2,True,False,False,True
heico__2528824,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528826,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528851,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528854,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528859,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528864,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528874,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528877,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528892,0027 - Heico - Sigma - 8.avi,2,1,2,True,False,False,True
heico__2528947,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528952,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528955,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528956,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528964,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528968,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528972,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2528974,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528987,0027 - Heico - Sigma - 8.avi,1,2,1,True,True,True,False
heico__2528988,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528990,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529040,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529048,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529073,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529075,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529080,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529136,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529138,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529140,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529141,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529175,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529179,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529184,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529192,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529218,0027 - Heico - Sigma - 8.avi,1,2,1,True,True,True,False
heico__2529228,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529234,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529258,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2529285,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2604346,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2604349,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2604513,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2604605,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2604632,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2604654,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2604672,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2604679,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2604707,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2604718,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2604737,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2604738,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2618267,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2618283,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618309,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618333,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2618342,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618343,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618346,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618348,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2618351,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2618355,0028 - Heico - Sigma - 9.avi,1,2,1,True,True,True,False
heico__2618366,0028 - Heico - Sigma - 9.avi,1,2,1,True,True,True,False
heico__2618370,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618371,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618375,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618380,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618385,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2618391,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2618407,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618414,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618415,0028 - Heico - Sigma - 9.avi,1,2,1,True,True,True,False
heico__2618447,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618472,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618483,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618494,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618500,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618502,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618514,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618580,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2618590,0028 - Heico - Sigma - 9.avi,2,2,2,True,True,True,False
heico__2618706,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
heico__2618709,0028 - Heico - Sigma - 9.avi,2,1,2,True,False,False,True
heico__2618720,0028 - Heico - Sigma - 9.avi,1,1,1,True,True,True,False
